Date	          Open     High     Low      Close  
2017-11-27 20:00, 1.18999, 1.19015, 1.18973, 1.19006
2017-11-27 19:45, 1.19014, 1.19014, 1.18954, 1.18995
2017-11-27 19:30, 1.19013, 1.19025, 1.19005, 1.19015
2017-11-27 19:15, 1.18988, 1.19019, 1.18980, 1.19013
2017-11-27 19:00, 1.19016, 1.19026, 1.18983, 1.18987
2017-11-27 18:45, 1.19041, 1.19042, 1.19007, 1.19016
2017-11-27 18:30, 1.19033, 1.19047, 1.18993, 1.19041
2017-11-27 18:15, 1.19040, 1.19061, 1.19022, 1.19032
2017-11-27 18:00, 1.19021, 1.19054, 1.18992, 1.19040
2017-11-27 17:45, 1.19022, 1.19038, 1.18979, 1.19023
2017-11-27 17:30, 1.19116, 1.19117, 1.19016, 1.19016
2017-11-27 17:15, 1.19152, 1.19206, 1.19112, 1.19119
2017-11-27 17:00, 1.19109, 1.19197, 1.19101, 1.19154
2017-11-27 16:45, 1.19229, 1.19236, 1.19052, 1.19106
2017-11-27 16:30, 1.19232, 1.19263, 1.19187, 1.19228
2017-11-27 16:15, 1.19229, 1.19259, 1.19204, 1.19231
2017-11-27 16:00, 1.19188, 1.19246, 1.19176, 1.19229
2017-11-27 15:45, 1.19239, 1.19244, 1.19153, 1.19192
2017-11-27 15:30, 1.19297, 1.19322, 1.19233, 1.19234
2017-11-27 15:15, 1.19301, 1.19316, 1.19249, 1.19303
2017-11-27 15:00, 1.19388, 1.19388, 1.19267, 1.19295
2017-11-27 14:45, 1.19361, 1.19409, 1.19324, 1.19392
2017-11-27 14:30, 1.19496, 1.19567, 1.19341, 1.19358
2017-11-27 14:15, 1.19526, 1.19548, 1.19468, 1.19497
2017-11-27 14:00, 1.19586, 1.19586, 1.19504, 1.19524
2017-11-27 13:45, 1.19487, 1.19613, 1.19475, 1.19589
2017-11-27 13:30, 1.19470, 1.19543, 1.19445, 1.19488
2017-11-27 13:15, 1.19515, 1.19523, 1.19454, 1.19469
2017-11-27 13:00, 1.19428, 1.19515, 1.19420, 1.19511
2017-11-27 12:45, 1.19379, 1.19485, 1.19372, 1.19432
2017-11-27 12:30, 1.19304, 1.19376, 1.19277, 1.19375
2017-11-27 12:15, 1.19364, 1.19372, 1.19300, 1.19308
2017-11-27 12:00, 1.19368, 1.19378, 1.19350, 1.19361
2017-11-27 11:45, 1.19344, 1.19373, 1.19341, 1.19370
2017-11-27 11:30, 1.19380, 1.19404, 1.19343, 1.19343
2017-11-27 11:15, 1.19373, 1.19400, 1.19359, 1.19381
2017-11-27 11:00, 1.19388, 1.19391, 1.19320, 1.19373
2017-11-27 10:45, 1.19330, 1.19394, 1.19327, 1.19387
2017-11-27 10:30, 1.19328, 1.19377, 1.19324, 1.19330
2017-11-27 10:15, 1.19279, 1.19327, 1.19263, 1.19326
2017-11-27 10:00, 1.19300, 1.19311, 1.19262, 1.19277
2017-11-27 09:45, 1.19284, 1.19323, 1.19276, 1.19300
2017-11-27 09:30, 1.19247, 1.19299, 1.19237, 1.19288
2017-11-27 09:15, 1.19312, 1.19334, 1.19203, 1.19246
2017-11-27 09:00, 1.19384, 1.19405, 1.19277, 1.19314
2017-11-27 08:45, 1.19439, 1.19453, 1.19370, 1.19385
2017-11-27 08:30, 1.19516, 1.19527, 1.19410, 1.19438
2017-11-27 08:15, 1.19333, 1.19572, 1.19332, 1.19517
2017-11-27 08:00, 1.19277, 1.19366, 1.19233, 1.19333
2017-11-27 07:45, 1.19234, 1.19324, 1.19226, 1.19279
2017-11-27 07:30, 1.19214, 1.19234, 1.19182, 1.19234
2017-11-27 07:15, 1.19173, 1.19232, 1.19172, 1.19211
2017-11-27 07:00, 1.19229, 1.19229, 1.19174, 1.19178
